tokens_read,tokens_written,seconds
237,1,0.3118143081665039
235,1,0.3380851745605469
235,1,0.33623290061950684
234,1,0.2474071979522705
236,1,0.31783127784729004
235,1,0.3005859851837158
235,1,0.3225839138031006
237,1,0.37503886222839355
234,1,0.2686760425567627
233,1,0.35167622566223145
236,1,0.3202955722808838
234,1,0.3057401180267334
237,1,0.33713603019714355
234,1,0.3365175724029541
236,1,0.3807203769683838
236,1,0.27422499656677246
236,1,0.46533775329589844
234,1,0.6222398281097412
238,1,0.3222010135650635
237,1,0.3416280746459961
234,1,0.3196582794189453
237,1,0.5704820156097412
233,1,0.35022425651550293
232,1,0.3993687629699707
236,1,0.3265845775604248
236,1,0.32806944847106934
237,1,0.3286316394805908
236,1,0.31856632232666016
236,1,0.34859156608581543
236,1,0.2845630645751953
234,1,0.2873225212097168
233,1,0.24783945083618164
236,1,0.3764922618865967
237,1,0.39171576499938965
237,1,0.2758300304412842
234,1,0.2688915729522705
237,1,0.4541749954223633
236,1,0.36406707763671875
238,1,0.25441741943359375
234,1,0.3160207271575928
232,1,0.27819347381591797
233,1,0.45102429389953613
230,1,0.4662292003631592
229,1,1.086195707321167
230,1,0.5013279914855957
233,1,0.5021142959594727
229,1,0.24521684646606445
229,1,0.4052398204803467
233,1,0.3912057876586914
231,1,0.3846125602722168
232,1,0.5180742740631104
231,1,0.4798860549926758
233,1,0.5513331890106201
229,1,0.4303760528564453
232,1,0.4637269973754883
230,1,0.4522218704223633
233,1,0.40651774406433105
230,1,0.580784797668457
232,1,0.46420884132385254
232,1,0.5746090412139893
230,1,0.3437831401824951
234,1,0.3857736587524414
233,1,0.5526745319366455
230,1,0.35839200019836426
233,1,0.2948894500732422
228,1,0.49497365951538086
232,1,0.4412205219268799
232,1,0.503878116607666
232,1,0.47197556495666504
232,1,0.3714029788970947
232,1,0.5836818218231201
237,1,0.26930665969848633
233,1,0.2880070209503174
234,1,0.4043550491333008
233,1,0.4187278747558594
235,1,0.2965860366821289
236,1,0.2697479724884033
234,1,0.2719755172729492
236,1,0.3075089454650879
234,1,0.31317639350891113
237,1,0.4050607681274414
234,1,0.2839207649230957
236,1,0.3641977310180664
236,1,0.314345121383667
